Gr_Liv_Area;Year_Built;Overall_Qual;Foundation;Total_Bsmt_SF;Mas_Vnr_Type;Lot_Area;Garage_Cars;Sale_Price
1786;2001;Good;PConc;920;BrkFace;11250;2;223500
938;1975;Average;CBlock;938;None;9200;1;130250
985;1977;Average;CBlock;985;BrkFace;8385;1;149900
1174;1978;Average;CBlock;864;BrkFace;12250;2;158000
1026;1978;Above_Average;CBlock;940;None;10970;2;147000
1076;1975;Average;CBlock;1076;BrkFace;9216;2;143195
1558;1975;Average;CBlock;864;None;14330;2;163000
924;1975;Average;CBlock;924;None;7990;1;110000
864;1972;Average;CBlock;864;None;7180;1;127000
780;1972;Average;CBlock;780;None;7200;1;124900
1795;2002;Very_Good;PConc;1777;BrkFace;9742;2;230000
2031;2002;Very_Good;PConc;1128;None;9473;2;237000
1865;2000;Good;PConc;992;None;10316;3;235000
2161;2001;Good;PConc;1257;BrkFace;10400;2;230500
1852;1999;Very_Good;PConc;1004;BrkFace;9066;3;230000
2031;1998;Good;PConc;1153;BrkFace;11404;2;222500
2263;2001;Very_Good;PConc;1055;BrkFace;9240;2;287000
1947;2001;Excellent;PConc;1357;BrkFace;9720;3;274000
1786;2002;Very_Good;PConc;1778;BrkFace;14860;3;300000
2290;2002;Very_Good;PConc;1128;None;11250;2;255900
1768;2003;Good;PConc;884;BrkFace;8158;2;224900
2327;2003;Good;PConc;1129;None;10905;2;240000
1640;2003;Good;PConc;798;None;7226;2;183000
1764;1999;Very_Good;PConc;850;BrkFace;11690;2;207000
1908;1994;Good;PConc;915;None;8750;2;210000
848;2003;Above_Average;PConc;848;BrkFace;4435;2;136500
848;2004;Above_Average;PConc;848;BrkFace;4426;2;145000
1493;1997;Above_Average;PConc;1478;BrkFace;13125;2;208900
1838;1997;Above_Average;PConc;1838;None;10126;3;185000
1536;2002;Good;PConc;1536;BrkFace;9135;2;214000
1710;2003;Good;PConc;856;BrkFace;8450;2;208500
1445;2004;Good;PConc;1445;Stone;9750;2;186500
1436;2004;Good;PConc;1436;BrkFace;8450;2;210000
1582;2004;Good;PConc;770;None;8320;2;185900
1234;2007;Very_Good;PConc;1234;None;11049;2;179900
1564;2007;Good;PConc;1564;Stone;11058;3;218836
1361;2007;Good;PConc;1351;None;9627;2;193000
1456;2005;Good;PConc;728;None;8199;2;189000
848;2004;Above_Average;PConc;848;BrkFace;4426;2;149300
848;2004;Above_Average;PConc;848;BrkFace;4426;2;141000
848;2004;Above_Average;PConc;848;BrkFace;4438;2;149000
848;2004;Above_Average;PConc;848;BrkFace;4438;2;144500
796;1910;Average;CBlock;796;None;8777;0;85000
2200;1900;Average;CBlock;1272;None;8777;0;145900
1092;1966;Average;CBlock;1092;None;9825;1;123000
1256;1965;Average;CBlock;1256;None;9937;1;147500
1033;1976;Average;CBlock;456;BrkFace;12102;2;165000
1127;1976;Above_Average;CBlock;1127;BrkFace;6500;2;135000
996;1940;Average;CBlock;996;None;13907;0;108000
1181;1972;Below_Average;CBlock;1138;None;10012;2;137500
1656;2003;Good;PConc;746;Stone;6931;2;165400
1117;1977;Above_Average;CBlock;1029;None;9638;2;147000
1398;1976;Above_Average;CBlock;684;None;7200;2;160500
1132;2005;Below_Average;PConc;1132;None;7024;2;176000
3820;1959;Average;Slab;0;None;47007;2;284700
5642;2008;Very_Excellent;PConc;6110;Stone;63887;2;160000
1072;2005;Above_Average;PConc;547;BrkFace;3675;2;148000
1152;1955;Below_Average;PConc;0;None;6040;0;82000
1152;1955;Below_Average;PConc;0;None;6012;0;82000
1440;1955;Below_Average;CBlock;1440;BrkFace;12108;0;118000
1152;1955;Below_Average;Slab;0;BrkCmn;6845;0;82500
784;1955;Below_Average;CBlock;784;None;6931;0;91900
1053;1938;Average;PConc;585;None;12180;0;120000
1137;1947;Average;Slab;0;None;8050;0;96000
930;1953;Below_Average;CBlock;911;Stone;9520;1;99000
1200;1946;Average;CBlock;768;None;11767;1;130500
1470;1954;Below_Average;PConc;941;None;8172;1;135000
1393;1955;Average;PConc;816;None;16466;1;135500
1204;1954;Below_Average;CBlock;416;None;7692;1;100000
1292;1923;Below_Average;PConc;949;None;5142;1;108000
864;1925;Average;CBlock;864;None;5604;0;98000
864;1914;Fair;BrkTil;864;None;8248;0;67000
1716;1912;Average;PConc;780;None;5687;0;135900
1482;1925;Above_Average;BrkTil;672;None;12155;1;140000
2192;1939;Average;PConc;720;None;8400;1;179500
1694;1925;Above_Average;PConc;1181;None;8400;2;136500
1424;1921;Good;BrkTil;1228;BrkFace;7290;1;168000
1964;1911;Average;PConc;940;None;8525;0;130000
2601;1921;Average;BrkTil;612;None;9842;2;189000
1920;1930;Above_Average;BrkTil;960;None;7804;2;161900
1316;1926;Above_Average;BrkTil;644;None;8969;1;145000
2555;1922;Above_Average;BrkTil;588;None;11526;2;191000
1680;1915;Above_Average;BrkTil;840;None;15576;1;177000
1264;1914;Above_Average;BrkTil;676;None;15564;2;147500
790;1930;Above_Average;BrkTil;768;None;6292;1;91000
1512;1925;Very_Good;PConc;798;None;7609;1;231000
1639;1936;Above_Average;BrkTil;1064;None;10480;1;115000
1603;1923;Above_Average;BrkTil;784;None;9650;2;138000
1502;1931;Good;BrkTil;776;None;7200;1;149000
1660;1934;Above_Average;CBlock;715;None;11988;1;188700
1938;1937;Average;CBlock;942;None;11700;1;198000
1374;1938;Average;BrkTil;884;None;9260;1;110000
1091;1951;Above_Average;PConc;1091;BrkFace;7801;1;104000
1873;1935;Very_Good;PConc;608;Stone;9670;2;257076
3447;1935;Very_Good;CBlock;728;BrkFace;14100;3;381000
1954;1939;Good;CBlock;798;BrkFace;15660;2;311500
2161;1950;Good;CBlock;832;None;12392;2;263400
1898;1956;Average;PConc;1898;None;26073;2;236500
1640;1954;Above_Average;CBlock;1296;BrkFace;14778;2;224000
1032;1980;Above_Average;CBlock;516;None;1879;2;116500
1556;1980;Above_Average;CBlock;716;None;1950;2;151000
919;1926;Above_Average;BrkTil;894;None;7000;1;126000
1090;1940;Above_Average;CBlock;720;None;6000;1;120000
796;1922;Below_Average;BrkTil;796;None;3636;0;55000
816;1930;Above_Average;BrkTil;816;None;5890;1;120500
778;1940;Average;CBlock;740;None;6900;1;120500
1200;1930;Average;CBlock;780;None;8155;0;119000
1656;1967;Average;CBlock;624;None;6000;1;126000
912;1930;Average;BrkTil;520;None;7392;1;99500
1955;1958;Average;CBlock;1151;BrkFace;9000;1;165500
733;1952;Very_Poor;Slab;0;None;14584;2;13100
1361;1895;Below_Average;Stone;173;None;5280;1;89000
1317;1920;Below_Average;BrkTil;649;None;8500;1;40000
1049;1910;Below_Average;PConc;356;None;5150;1;80900
894;1935;Fair;CBlock;894;None;18000;3;81000
864;1920;Below_Average;Stone;592;None;9000;1;65000
1652;2008;Very_Good;PConc;1600;Stone;5587;2;392500
1648;2007;Very_Good;PConc;1596;Stone;3843;2;294464
1646;2004;Good;PConc;1594;Stone;3811;2;250000
1646;2004;Very_Good;PConc;1594;Stone;3842;2;275000
2032;1996;Good;PConc;1840;BrkFace;23730;3;300000
1689;2002;Very_Good;PConc;1568;BrkFace;13265;3;271000
1820;1996;Good;PConc;910;None;11050;3;213000
1118;1977;Above_Average;CBlock;1096;None;9880;1;171000
1279;1977;Above_Average;CBlock;1196;None;10125;2;171500
1872;1976;Average;CBlock;0;None;10260;2;100000
1689;1991;Below_Average;PConc;1680;None;9990;2;228500
1786;1965;Average;CBlock;1499;None;164660;2;228950
1501;1986;Good;CBlock;1277;BrkFace;4084;2;241500
2898;1976;Very_Good;CBlock;1565;None;15498;2;287000
1537;2006;Very_Good;PConc;1518;Stone;11563;3;294000
1646;2007;Very_Good;PConc;1638;Stone;9520;3;293077
1780;2007;Very_Good;PConc;920;None;12852;2;264966
1442;2006;Average;PConc;352;None;9802;2;172500
1394;2006;Average;PConc;384;None;9735;2;167500
1612;2008;Good;PConc;796;Stone;12018;3;218689
1495;1989;Above_Average;CBlock;1495;BrkFace;12890;2;150000
1651;1986;Above_Average;CBlock;1606;Stone;12416;2;184000
1256;1986;Above_Average;CBlock;1256;BrkFace;18265;2;180000
1509;1988;Above_Average;CBlock;1461;BrkFace;10200;2;175000
1440;2003;Very_Good;PConc;1432;BrkFace;11202;2;232500
1675;1999;Above_Average;PConc;1666;None;7915;2;195000
2262;2003;Very_Good;PConc;1482;Stone;12244;3;305000
1728;2007;Very_Good;PConc;1884;None;11449;2;298751
1964;2005;Very_Good;PConc;1964;BrkFace;11447;3;370000
1344;1997;Good;PConc;1344;BrkFace;8940;4;209200
1344;1997;Good;PConc;1344;BrkFace;7060;4;206300
1092;2007;Average;PConc;1092;None;9278;0;146000
1189;1997;Above_Average;PConc;1189;BrkFace;4500;2;160500
1200;1964;Below_Average;CBlock;1200;BrkFace;14137;3;173000
1040;1975;Average;PConc;1040;None;4224;2;124000
1304;1976;Average;PConc;264;None;2665;1;115000
1475;1976;Average;PConc;550;None;2665;1;129500
988;1973;Below_Average;CBlock;526;None;1974;1;105000
988;1973;Below_Average;CBlock;462;None;1596;1;94900
1160;1968;Average;CBlock;1113;None;17979;1;152500
1092;1970;Above_Average;CBlock;546;None;1477;0;98000
630;1972;Below_Average;CBlock;630;None;1890;0;81000
988;1954;Average;CBlock;988;None;21750;2;113000
816;1983;Average;CBlock;816;None;6490;1;128500
923;1984;Average;CBlock;876;None;6951;1;119500
816;1982;Average;CBlock;816;None;6600;1;130500
816;1982;Average;PConc;816;None;6600;2;138000
845;1982;Average;CBlock;845;None;6600;1;134500
1750;1940;Above_Average;CBlock;983;None;12508;1;160000
889;1984;Average;CBlock;864;None;12395;2;137500
1968;1969;Average;CBlock;784;BrkFace;11075;2;172000
1836;1900;Average;BrkTil;686;None;56600;1;103000
1587;1971;Above_Average;CBlock;1587;BrkFace;10667;2;167300
1277;1970;Good;CBlock;1277;None;10628;2;167000
2223;1973;Good;CBlock;2223;BrkFace;13651;2;244000
2217;1970;Very_Good;PConc;2217;None;15865;2;268000
1733;2003;Good;PConc;847;None;12394;2;225000
1572;1995;Above_Average;PConc;806;None;10364;2;168000
1470;1997;Above_Average;PConc;794;None;13869;2;177000
1600;1997;Above_Average;PConc;916;None;8773;2;169000
1384;1997;Above_Average;PConc;384;None;8872;2;161500
1652;2000;Very_Good;PConc;1494;None;5330;2;251000
1694;1994;Above_Average;PConc;392;BrkFace;10147;2;160000
1714;1999;Above_Average;PConc;923;None;8637;2;180000
1553;1996;Good;PConc;691;None;7875;2;178750
1253;1995;Good;PConc;1237;BrkFace;7875;2;176000
2299;1999;Above_Average;PConc;938;None;7500;2;204000
1187;1992;Good;PConc;1168;BrkFace;9556;2;160000
1472;1991;Good;PConc;384;BrkFace;10784;2;160000
1482;1992;Good;PConc;384;BrkFace;9125;2;163900
1642;1993;Above_Average;PConc;903;None;7655;2;168000
1128;1964;Above_Average;CBlock;1302;BrkCmn;18160;2;154204
1088;1986;Very_Good;CBlock;1074;None;3696;2;170000
2090;1984;Good;CBlock;1190;None;5062;2;207500
1179;1988;Very_Good;CBlock;1166;None;4740;2;182000
1321;1990;Very_Good;PConc;1312;None;5118;2;212000
1922;2005;Excellent;PConc;1922;Stone;14157;3;377426
2541;2005;Very_Good;PConc;1149;Stone;12328;3;349265
2338;2006;Excellent;PConc;2660;BrkFace;51974;3;591587
1424;1969;Average;CBlock;1100;None;41600;3;155000
1612;2006;Excellent;PConc;1612;BrkFace;8035;2;319900
1419;2007;Very_Good;PConc;1419;BrkFace;8089;2;392000
2234;2006;Very_Good;PConc;2220;BrkFace;14082;2;441929
2042;2006;Very_Excellent;PConc;1742;BrkFace;13870;3;455000
1440;1981;Above_Average;CBlock;1440;BrkFace;12546;2;182900
1284;1984;Above_Average;CBlock;1284;None;10960;2;174000
1868;1984;Above_Average;CBlock;585;BrkFace;12090;2;178000
1479;1981;Good;CBlock;725;BrkFace;12090;2;176000
1664;1978;Good;CBlock;1529;Stone;12299;2;213000
1930;1979;Good;CBlock;780;BrkFace;11339;2;192000
1969;1977;Good;CBlock;808;None;11952;2;190000
2030;1976;Above_Average;CBlock;848;BrkFace;12046;2;195000
1032;1978;Above_Average;CBlock;1032;BrkFace;10395;2;148000
1177;1984;Above_Average;CBlock;1153;BrkFace;11850;2;151500
1725;1979;Good;CBlock;539;BrkFace;11584;2;197000
1353;1979;Above_Average;CBlock;1259;BrkFace;10400;2;192350
1620;1969;Average;CBlock;780;BrkFace;10793;2;152000
1220;1971;Above_Average;CBlock;1625;BrkFace;13001;2;170000
1484;1971;Average;CBlock;1484;None;12243;2;175000
1743;1968;Above_Average;CBlock;702;BrkFace;11700;2;175000
1935;1976;Good;CBlock;793;BrkFace;12384;2;197900
1324;1976;Good;CBlock;1228;Stone;8991;2;174000
1877;1974;Above_Average;CBlock;1084;None;8000;2;178900
1109;1971;Average;CBlock;372;BrkFace;10500;1;139000
981;1971;Above_Average;CBlock;981;None;10530;2;143250
1479;1972;Good;CBlock;725;BrkFace;7472;2;184000
1422;1970;Average;CBlock;925;None;9457;2;155000
914;1970;Average;CBlock;914;BrkFace;7920;1;133000
950;1971;Average;CBlock;950;None;9758;1;119500
872;1971;Below_Average;CBlock;858;None;8294;4;123000
858;1971;Below_Average;CBlock;858;None;7340;1;110000
914;1961;Below_Average;BrkTil;914;None;17199;1;128000
864;1971;Below_Average;PConc;864;None;9000;2;120500
767;1998;Good;PConc;723;BrkFace;4058;1;133000
1337;2001;Above_Average;PConc;1337;None;4113;2;155000
1337;1997;Above_Average;PConc;1405;None;10943;2;177000
1092;1973;Above_Average;CBlock;525;BrkFace;2205;1;113500
1218;1973;Above_Average;CBlock;672;BrkFace;1890;1;113000
1218;1973;Above_Average;CBlock;672;BrkFace;2058;1;113700
1302;1970;Average;CBlock;630;BrkFace;2016;2;106000
1365;1971;Average;CBlock;765;BrkFace;1920;2;122500
958;1976;Above_Average;CBlock;1078;None;4928;2;128000
1548;1976;Above_Average;CBlock;804;None;2308;2;155000
1055;1978;Good;CBlock;1061;None;2304;1;142500
988;1966;Average;CBlock;988;BrkFace;7150;1;129250
1816;2006;Excellent;PConc;1790;Stone;12469;3;356000
1828;2007;Excellent;PConc;1822;BrkFace;11694;3;314813
1694;2007;Very_Good;PConc;1694;BrkFace;12030;3;318000
1694;2006;Very_Good;PConc;1694;Stone;11825;3;322400
1734;2007;Very_Good;PConc;1734;Stone;12085;3;318000
2122;2007;Very_Good;PConc;2108;None;14333;3;345474
2121;2006;Excellent;PConc;2121;BrkFace;14450;3;415298
2656;2007;Excellent;PConc;1934;BrkFace;13641;3;492000
2550;2006;Very_Good;PConc;1108;BrkFace;13440;3;338931
2046;2005;Very_Excellent;PConc;1994;BrkFace;15431;3;450000
2172;2006;Good;PConc;1063;BrkFace;14154;3;280000
2552;2007;Excellent;PConc;2552;Stone;13891;3;479069
1973;2006;Very_Good;PConc;1935;BrkFace;14226;3;395000
2643;2006;Excellent;PConc;2153;BrkFace;13693;3;380000
1634;2006;Very_Good;PConc;1626;Stone;11428;3;250000
1976;2006;Very_Good;PConc;1976;BrkFace;14977;3;440000
2758;2005;Excellent;PConc;1704;BrkFace;13654;3;418000
2290;2007;Very_Excellent;PConc;2320;BrkFace;17169;3;500067
2152;2007;Very_Good;PConc;1582;None;16659;2;260116
2473;2004;Very_Good;PConc;1143;BrkFace;9591;3;317000
2100;2007;Very_Good;PConc;918;Stone;9709;3;319500
2161;2007;Very_Good;PConc;1582;Stone;10562;3;325624
1802;2006;Excellent;PConc;1802;Stone;13615;3;372000
2956;2004;Very_Good;PConc;1706;BrkFace;13069;3;342000
2468;2004;Very_Good;PConc;1136;BrkFace;12099;3;354000
2385;2003;Very_Good;PConc;1317;BrkFace;14277;3;350000
2374;2003;Very_Good;PConc;1181;BrkFace;11999;3;285000
1818;2007;Very_Good;PConc;895;Stone;12568;3;281500
1614;2005;Good;PConc;1614;BrkFace;9926;3;245700
1721;2005;Very_Good;PConc;1721;BrkFace;9254;2;232698
1828;2006;Very_Good;PConc;1298;None;10732;3;250000
1362;2005;Above_Average;PConc;1362;Stone;7577;2;194700
1302;2005;Above_Average;PConc;1302;Stone;3901;2;204000
1302;2005;Above_Average;PConc;1302;Stone;3903;2;200000
1362;2005;Above_Average;PConc;1362;Stone;6289;2;207000
1554;2006;Very_Good;PConc;1554;Stone;4590;2;209500
1554;2006;Very_Good;PConc;1554;Stone;4590;2;209500
1370;2006;Very_Good;PConc;1370;Stone;6442;2;202500
1577;2005;Excellent;PConc;1577;BrkFace;7841;2;280000
1561;2005;Excellent;PConc;1561;BrkFace;7313;2;277500
1869;2007;Excellent;PConc;1869;BrkFace;7820;2;318061
1324;2006;Very_Good;PConc;1324;BrkFace;6240;2;221370
1405;2003;Good;PConc;1405;Stone;3242;2;200000
1496;2007;Above_Average;CBlock;768;None;15810;2;181755
1536;2005;Above_Average;PConc;768;None;10237;2;176000
1484;2005;Above_Average;PConc;783;None;10237;2;178900
1458;2006;Good;PConc;608;Stone;13204;2;168165
1495;2006;Above_Average;PConc;738;None;8857;2;171925
1746;2006;Above_Average;PConc;698;None;9729;3;198444
1326;2005;Above_Average;PConc;1326;None;12216;2;203000
1456;2007;Good;PConc;728;None;9018;2;179540
1302;2007;Good;PConc;1302;None;8993;2;176485
1340;2007;Good;PConc;1340;None;8899;2;181134
1412;2006;Above_Average;PConc;616;None;8499;2;156932
1504;2007;Above_Average;PConc;752;Stone;8229;2;166000
1456;2007;Good;PConc;728;Stone;7713;2;177594
1258;2007;Good;PConc;1246;BrkFace;7697;2;173500
1258;2006;Good;PConc;1258;BrkFace;3922;3;172500
1402;2006;Good;PConc;1258;BrkFace;3922;3;194201
1589;2003;Very_Good;PConc;1406;BrkFace;3621;3;226500
1266;2007;Good;PConc;1266;BrkFace;3710;2;185485
1530;2004;Good;PConc;1530;None;14572;3;259000
1119;2004;Good;PConc;835;None;16219;2;188500
1374;2004;Good;PConc;384;None;11084;2;175000
1959;2004;Good;PConc;847;None;11796;2;215000
1525;2006;Good;PConc;1510;None;10936;2;206580
1720;2004;Good;PConc;840;None;8244;2;183500
1394;2003;Good;PConc;384;None;11950;2;165500
1948;2003;Good;PConc;847;BrkFace;7875;2;211000
1690;2000;Above_Average;PConc;924;None;8063;2;181000
1995;2002;Good;PConc;854;None;8740;2;219500
1647;1999;Above_Average;PConc;953;None;7917;2;175000
1430;2000;Good;PConc;384;None;9967;2;170000
1320;2003;Good;PConc;660;None;7750;2;162000
1690;2000;Above_Average;PConc;915;None;9487;2;187000
1644;1999;Above_Average;PConc;941;None;9649;2;185000
4476;1996;Very_Excellent;PConc;2396;None;15623;3;745000
2551;1997;Very_Good;PConc;1779;BrkFace;12191;3;384500
2285;2000;Very_Good;PConc;969;BrkFace;11000;3;248000
2633;2001;Very_Excellent;PConc;2633;BrkFace;11400;3;466500
3078;1998;Excellent;PConc;1408;BrkFace;10557;3;410000
2582;1998;Very_Good;PConc;1389;None;11002;3;322500
2385;1998;Good;PConc;1066;BrkFace;10790;3;252000
4316;1994;Very_Excellent;PConc;2444;BrkFace;21535;3;755000
2013;1996;Good;PConc;1117;None;9920;2;269790
2398;1996;Good;PConc;1379;BrkFace;11787;3;315750
2520;1995;Good;PConc;1203;BrkFace;9950;3;290000
2531;1995;Very_Good;PConc;1318;BrkFace;12257;3;290000
3228;1992;Very_Good;PConc;3200;None;12692;2;430000
2202;1992;Very_Good;PConc;1105;BrkFace;11762;2;263000
2538;1996;Very_Good;PConc;1325;BrkFace;9044;3;330000
1369;2007;Good;PConc;1369;None;9910;2;213133
1542;2007;Very_Good;PConc;1542;BrkFace;11830;3;260261
1905;2006;Excellent;PConc;1905;Stone;11670;3;320000
1464;2007;Very_Good;PConc;1485;Stone;15256;3;282922
1534;2006;Very_Good;PConc;1524;BrkFace;10612;2;215000
1966;2007;Very_Excellent;PConc;1966;BrkFace;12291;3;419005
1636;2006;Very_Good;PConc;1623;Stone;13501;3;255000
1795;2006;Very_Good;PConc;1795;BrkFace;9986;3;147000
1528;2007;Good;PConc;1528;None;9965;2;235876
1726;2007;Good;PConc;1726;Stone;9416;3;311872
1689;2007;Good;PConc;1689;Stone;9849;3;248328
1588;2006;Very_Good;PConc;1588;Stone;10000;3;227000
1538;2005;Very_Good;PConc;1538;BrkFace;8847;2;260000
1496;2007;Very_Good;PConc;1496;Stone;9158;2;225000
1506;2005;Good;PConc;1494;BrkFace;8251;2;249000
1694;2004;Very_Good;PConc;1686;Stone;10084;2;307000
1977;2006;Good;PConc;982;None;9605;3;250000
1830;2006;Very_Good;PConc;1302;None;8778;3;221300
1338;2007;Very_Good;PConc;1338;None;8640;2;208900
1335;2006;Good;PConc;1335;None;9000;2;210400
1792;2007;Very_Good;PConc;896;None;8640;2;255000
1588;2007;Average;CBlock;725;None;10411;2;212109
1959;2006;Very_Good;PConc;1088;None;9000;3;270000
2610;2007;Very_Good;PConc;1184;None;9000;2;303477
1880;2007;Very_Good;PConc;955;None;12217;3;310013
1656;2006;Very_Good;PConc;1656;None;11096;3;249700
1761;2007;Good;PConc;874;None;10207;2;227875
1584;2007;Very_Good;PConc;1574;None;10440;2;261329
1685;2006;Very_Good;PConc;1685;BrkFace;11824;3;253000
2443;2004;Above_Average;PConc;1158;BrkFace;10625;3;265000
2466;2004;Very_Good;PConc;1580;None;11143;2;340000
1100;2006;Above_Average;PConc;1100;None;7500;0;146000
1143;2006;Good;PConc;1143;None;7500;0;147000
1094;2003;Average;PConc;1094;BrkFace;12450;2;149000
1486;2006;Good;PConc;1461;BrkFace;7441;2;181000
1721;1994;Above_Average;PConc;928;BrkFace;8462;2;201000
1820;1993;Above_Average;PConc;864;None;11613;2;191750
1349;2000;Good;PConc;1349;BrkFace;8450;2;179000
1494;1998;Good;PConc;1482;None;16196;2;215000
1575;1992;Above_Average;PConc;1575;None;8012;2;179200
1266;1980;Above_Average;CBlock;630;None;8012;1;128000
884;1983;Average;CBlock;840;None;9180;2;144000
2020;1977;Average;Slab;0;BrkFace;8400;2;144000
894;1977;Average;CBlock;894;None;6285;1;120750
970;1963;Average;CBlock;970;None;8480;2;132500
1057;1962;Average;CBlock;1057;None;7420;2;132000
999;1962;Average;CBlock;999;None;7758;1;132500
1120;1961;Below_Average;CBlock;1040;None;6970;2;129000
1696;1962;Average;CBlock;1140;None;13673;1;143900
1040;1968;Average;CBlock;1040;None;7476;2;145000
988;1961;Average;CBlock;988;BrkFace;9945;2;128500
902;1967;Average;CBlock;876;BrkFace;6173;1;125500
2503;1990;Good;PConc;1223;BrkFace;19522;2;300000
2167;1974;Good;CBlock;1192;None;17542;2;294000
1037;1974;Average;CBlock;1037;BrkFace;10751;2;129000
1701;1975;Average;CBlock;1390;None;16647;2;171000
1055;1973;Above_Average;CBlock;1044;None;12712;2;147000
2810;1990;Very_Good;PConc;1453;BrkFace;9572;2;302000
2872;1992;Very_Good;PConc;1683;BrkFace;10678;2;285000
1378;2004;Very_Good;PConc;1378;None;4379;2;214000
1151;2006;Very_Good;PConc;1141;Stone;3523;2;166000
1565;2006;Very_Good;PConc;1511;Stone;3784;2;193800
1352;2006;Good;PConc;1352;None;4230;2;208900
1352;2006;Good;PConc;1352;None;3606;2;194000
1550;2006;Very_Good;PConc;1550;None;5330;2;207500
1241;2006;Good;PConc;1241;None;4274;2;199900
1250;2006;Good;PConc;625;None;4251;2;164700
1501;1999;Above_Average;PConc;744;BrkFace;2280;2;176500
1458;1999;Above_Average;PConc;729;BrkFace;3230;2;176000
1512;2000;Above_Average;PConc;756;BrkFace;2117;2;168500
1573;2000;Above_Average;PConc;756;BrkFace;2117;2;177000
1525;2000;Above_Average;PConc;756;BrkFace;2117;2;177000
1102;2004;Good;PConc;551;None;5105;2;148800
1441;1999;Very_Good;PConc;776;BrkFace;2645;2;174000
1950;1997;Good;PConc;975;BrkFace;7399;2;239000
1358;1999;Good;PConc;1339;None;7321;2;204000
2048;2003;Very_Good;PConc;1054;None;8010;2;301000
2362;1998;Very_Good;PConc;1220;None;8413;2;312500
1494;1994;Very_Good;PConc;1494;None;9466;2;279700
2362;1980;Good;CBlock;2002;BrkFace;12000;2;255000
1432;1978;Average;PConc;1360;None;16157;2;194000
1437;1976;Average;CBlock;1437;None;10768;2;218000
1295;1978;Very_Good;CBlock;1057;None;3840;2;213750
1855;1976;Above_Average;CBlock;528;BrkFace;9600;2;187000
1262;1976;Above_Average;CBlock;1262;None;9600;2;181500
2497;1981;Very_Good;CBlock;2461;None;17778;2;373000
2620;1977;Average;CBlock;1361;None;18890;2;190000
1929;2001;Good;PConc;1057;None;7050;2;226000
1152;1968;Above_Average;CBlock;912;BrkFace;11700;2;143450
2411;1970;Above_Average;CBlock;1008;BrkFace;8000;2;240050
1082;1969;Above_Average;PConc;973;None;8723;2;162500
1295;1968;Above_Average;PConc;1295;BrkFace;11700;2;164000
1610;1972;Good;CBlock;1124;None;11358;2;185000
1594;1993;Good;PConc;1594;BrkFace;9547;2;188500
2075;1993;Good;PConc;1148;BrkFace;10530;2;255000
1680;1976;Average;CBlock;1680;BrkFace;11500;2;136905
1093;1966;Above_Average;CBlock;1093;None;10738;2;158500
1242;1973;Good;CBlock;1242;BrkFace;9600;2;175500
1052;1963;Above_Average;CBlock;1052;BrkFace;10800;1;127000
1107;1967;Average;CBlock;949;None;8050;1;127000
1214;1967;Average;CBlock;1214;BrkFace;10355;1;143000
1073;1965;Average;CBlock;1073;BrkFace;10289;2;156000
1344;1958;Average;CBlock;1024;None;9503;1;144000
1728;1964;Average;CBlock;1728;BrkFace;10624;1;119000
1224;1964;Below_Average;Slab;0;None;10899;3;103000
1422;1960;Average;CBlock;978;None;12342;1;139900
958;1960;Above_Average;CBlock;958;None;12772;1;151500
1065;1960;Average;CBlock;1065;BrkCmn;8892;2;126500
1138;1958;Above_Average;CBlock;588;BrkFace;10482;1;145000
912;1958;Average;CBlock;912;None;7535;1;120000
1074;1956;Average;CBlock;894;None;7450;2;124000
882;1959;Average;Slab;0;None;8339;1;106500
1187;1961;Average;CBlock;864;None;14357;2;140500
964;1961;Average;CBlock;964;BrkFace;8243;2;137500
894;1960;Average;CBlock;894;None;8680;1;117600
1200;1966;Good;CBlock;1174;BrkFace;8800;2;163500
1042;1965;Above_Average;CBlock;1042;BrkFace;9200;2;161000
1302;1964;Above_Average;CBlock;1302;BrkFace;9350;1;158000
2154;1964;Above_Average;CBlock;845;BrkFace;8800;2;224500
1374;1964;Above_Average;CBlock;1130;BrkFace;11382;1;147000
1652;1959;Above_Average;CBlock;1592;BrkFace;22002;2;200000
1429;1960;Above_Average;CBlock;1144;BrkFace;14585;2;181900
1327;1959;Average;CBlock;1063;None;7388;2;150750
1224;1962;Below_Average;Slab;0;None;9842;2;101800
932;1950;Above_Average;CBlock;932;None;8280;1;124000
908;1940;Average;PConc;822;None;12172;2;138500
334;1946;Very_Poor;Slab;0;None;5000;0;39300
666;1946;Fair;CBlock;666;None;5000;0;64500
670;1945;Fair;CBlock;370;None;3500;0;64000
808;1958;Average;CBlock;808;None;5175;1;112000
1977;1964;Above_Average;CBlock;816;BrkCmn;9500;2;165000
1150;1955;Average;CBlock;1078;BrkFace;9600;1;144000
1920;1948;Average;CBlock;928;Stone;11345;2;137000
1376;1941;Average;CBlock;768;None;9492;1;105000
1644;1942;Average;CBlock;728;Stone;9480;1;146500
1560;1968;Average;CBlock;1560;None;8668;3;126000
1280;1966;Average;CBlock;793;BrkFace;10050;2;175000
1254;1961;Above_Average;CBlock;1218;BrkFace;9600;2;158500
912;1958;Average;CBlock;912;None;10150;1;114500
1524;1958;Average;CBlock;874;BrkFace;11344;1;144000
2380;1965;Above_Average;CBlock;1021;BrkCmn;18450;2;129000
936;1957;Above_Average;CBlock;936;None;8760;1;141000
1008;1956;Average;CBlock;1008;BrkCmn;6860;1;131000
